_id,Month,In_Out,Australian_City,International_City,Airline,Route,Port_Country,Port_Region,Service_Country,Service_Region,Stops,All_Flights,Max_Seats,Year,Month_num,AUS_Population,AUS_State
96151,Feb-19,O,Sydney,Los Angeles,Qantas Airways,SYD-LAX-NYC,USA,N America,USA,N America,0,26,12583,2019,2,5184896,New South Wales (NSW)
96152,Feb-19,O,Sydney,Manila,Cebu Pacific Air,SYD-MNL,Philippines,SE Asia,Philippines,SE Asia,0,23,10028,2019,2,5184896,New South Wales (NSW)
96153,Feb-19,O,Sydney,Manila,Philippine Airlines,SYD-MNL,Philippines,SE Asia,Philippines,SE Asia,0,28,4831,2019,2,5184896,New South Wales (NSW)
96154,Feb-19,O,Sydney,Manila,Qantas Airways,SYD-MNL,Philippines,SE Asia,Philippines,SE Asia,0,28,7599,2019,2,5184896,New South Wales (NSW)
96155,Feb-19,O,Sydney,Nadi,Virgin Australia,SYD-NAN,Fiji,Islands,Fiji,Islands,0,21,3696,2019,2,5184896,New South Wales (NSW)
96156,Feb-19,O,Sydney,Nadi,Fiji Airways,SYD-NAN,Fiji,Islands,Fiji,Islands,0,56,11881,2019,2,5184896,New South Wales (NSW)
96157,Feb-19,O,Sydney,Nadi,Jetstar,SYD-NAN,Fiji,Islands,Fiji,Islands,0,12,2214,2019,2,5184896,New South Wales (NSW)
96158,Feb-19,O,Sydney,Nanjing,China Eastern Airlines,SYD-NKG-BJS,China,NE Asia,China,NE Asia,0,12,2760,2019,2,5184896,New South Wales (NSW)
96159,Feb-19,O,Sydney,New Delhi,Air India,SYD-DEL,India,S Asia,India,S Asia,0,20,5120,2019,2,5184896,New South Wales (NSW)
96160,Feb-19,O,Sydney,New York,Qantas Airways,SYD-LAX-NYC,USA,N America,USA,N America,1,26,6136,2019,2,5184896,New South Wales (NSW)
96161,Feb-19,O,Sydney,Noumea,Qantas Airways,SYD-NOU,New Caledonia,Islands,New Caledonia,Islands,0,15,2790,2019,2,5184896,New South Wales (NSW)
96162,Feb-19,O,Sydney,Noumea,Air Caledonie,SYD-NOU,New Caledonia,Islands,New Caledonia,Islands,0,14,2890,2019,2,5184896,New South Wales (NSW)
96163,Feb-19,O,Sydney,Osaka,Qantas Airways,SYD-OSA,Japan,NE Asia,Japan,NE Asia,0,16,4384,2019,2,5184896,New South Wales (NSW)
96164,Feb-19,O,Sydney,Phuket,Jetstar,SYD-HKT,Thailand,SE Asia,Thailand,SE Asia,0,12,4020,2019,2,5184896,New South Wales (NSW)
96165,Feb-19,O,Sydney,Port Moresby,Air Niugini,SYD-POM,Papua New Guinea,Islands,Papua New Guinea,Islands,0,8,1172,2019,2,5184896,New South Wales (NSW)
96166,Feb-19,O,Sydney,Port Vila,Air Vanuatu,SYD-VLI,Vanuatu,Islands,Vanuatu,Islands,0,20,3400,2019,2,5184896,New South Wales (NSW)
96167,Feb-19,O,Sydney,Qingdao,Beijing Capital Airlines,SYD-TAO,China,NE Asia,China,NE Asia,0,12,2664,2019,2,5184896,New South Wales (NSW)
96168,Feb-19,O,Sydney,Queenstown,Virgin Australia,SYD-ZQN,New Zealand,New Zealand,New Zealand,New Zealand,0,24,4224,2019,2,5184896,New South Wales (NSW)
96169,Feb-19,O,Sydney,Queenstown,Jetstar,SYD-ZQN,New Zealand,New Zealand,New Zealand,New Zealand,0,24,4440,2019,2,5184896,New South Wales (NSW)
96170,Feb-19,O,Sydney,Queenstown,Qantas Airways,SYD-ZQN,New Zealand,New Zealand,New Zealand,New Zealand,0,28,4619,2019,2,5184896,New South Wales (NSW)
96171,Feb-19,O,Sydney,Queenstown,Air New Zealand,SYD-ZQN,New Zealand,New Zealand,New Zealand,New Zealand,0,15,2481,2019,2,5184896,New South Wales (NSW)
96172,Feb-19,O,Sydney,Rarotonga,Air New Zealand,SYD-RAR,Cook Islands,Islands,Cook Islands,Islands,0,4,1125,2019,2,5184896,New South Wales (NSW)
96173,Feb-19,O,Sydney,San Francisco,Qantas Airways,SYD-SFO,USA,N America,USA,N America,0,24,8736,2019,2,5184896,New South Wales (NSW)
96174,Feb-19,O,Sydney,San Francisco,United Airlines,SYD-SFO,USA,N America,USA,N America,0,28,7056,2019,2,5184896,New South Wales (NSW)
96175,Feb-19,O,Sydney,Santiago,LATAM Airlines,SYD-AKL-SCL,Chile,S America,Chile,S America,1,28,8400,2019,2,5184896,New South Wales (NSW)
96176,Feb-19,O,Sydney,Santiago,Qantas Airways,SYD-SCL,Chile,S America,Chile,S America,0,16,5407,2019,2,5184896,New South Wales (NSW)
96177,Feb-19,O,Sydney,Seoul,Korean Air,SYD-SEL,Korea,NE Asia,Korea,NE Asia,0,28,11396,2019,2,5184896,New South Wales (NSW)
96178,Feb-19,O,Sydney,Seoul,Asiana Airlines,SYD-SEL,Korea,NE Asia,Korea,NE Asia,0,28,13860,2019,2,5184896,New South Wales (NSW)
96179,Feb-19,O,Sydney,Shanghai,Air China,SYD-SHA,China,NE Asia,China,NE Asia,0,13,3060,2019,2,5184896,New South Wales (NSW)
96180,Feb-19,O,Sydney,Shanghai,China Eastern Airlines,SYD-SHA,China,NE Asia,China,NE Asia,0,56,15238,2019,2,5184896,New South Wales (NSW)
96181,Feb-19,O,Sydney,Shanghai,Qantas Airways,SYD-SHA,China,NE Asia,China,NE Asia,0,28,7184,2019,2,5184896,New South Wales (NSW)
96182,Feb-19,O,Sydney,Shenzhen,China Southern Airlines,SYD-SZX,China,NE Asia,China,NE Asia,0,12,3408,2019,2,5184896,New South Wales (NSW)
96183,Feb-19,O,Sydney,Singapore,Singapore Airlines,SYD-CBR-SIN,Singapore,SE Asia,Singapore,SE Asia,1,28,7392,2019,2,5184896,New South Wales (NSW)
96184,Feb-19,O,Sydney,Singapore,Qantas Airways,SYD-SIN,Singapore,SE Asia,Singapore,SE Asia,0,40,10799,2019,2,5184896,New South Wales (NSW)
96185,Feb-19,O,Sydney,Singapore,Singapore Airlines,SYD-SIN,Singapore,SE Asia,Singapore,SE Asia,0,112,38524,2019,2,5184896,New South Wales (NSW)
96186,Feb-19,O,Sydney,Singapore,Scoot Tigerair,SYD-SIN,Singapore,SE Asia,Singapore,SE Asia,0,12,4276,2019,2,5184896,New South Wales (NSW)
96187,Feb-19,O,Sydney,Singapore,British Airways,SYD-SIN-LON,Singapore,SE Asia,UK,Europe,0,28,8316,2019,2,5184896,New South Wales (NSW)
96188,Feb-19,O,Sydney,Singapore,Qantas Airways,SYD-SIN-LON,Singapore,SE Asia,UK,Europe,0,28,13552,2019,2,5184896,New South Wales (NSW)
96189,Feb-19,O,Sydney,Suva,Fiji Airways,SYD-SUV,Fiji,Islands,Fiji,Islands,0,4,488,2019,2,5184896,New South Wales (NSW)
96190,Feb-19,O,Sydney,Taipei,China Airlines,SYD-TPE,Taiwan,NE Asia,Taiwan,NE Asia,0,31,9486,2019,2,5184896,New South Wales (NSW)
96191,Feb-19,O,Sydney,Tianjin,Tianjin Airlines,SYD-CGO-TSN,China,NE Asia,China,NE Asia,1,8,2016,2019,2,5184896,New South Wales (NSW)
96192,Feb-19,O,Sydney,Tokyo,Jetstar,SYD-OOL-TYO,Japan,NE Asia,Japan,NE Asia,1,4,1340,2019,2,5184896,New South Wales (NSW)
96193,Feb-19,O,Sydney,Tokyo,Japan Airlines,SYD-TYO,Japan,NE Asia,Japan,NE Asia,0,28,5471,2019,2,5184896,New South Wales (NSW)
96194,Feb-19,O,Sydney,Tokyo,All Nippon Airways,SYD-TYO,Japan,NE Asia,Japan,NE Asia,0,28,6720,2019,2,5184896,New South Wales (NSW)
96195,Feb-19,O,Sydney,Tokyo,Qantas Airways,SYD-TYO,Japan,NE Asia,Japan,NE Asia,0,28,10148,2019,2,5184896,New South Wales (NSW)
96196,Feb-19,O,Sydney,Tongatapu,Virgin Australia,SYD-TBU,Tonga,Islands,Tonga,Islands,0,8,1408,2019,2,5184896,New South Wales (NSW)
96197,Feb-19,O,Sydney,Toronto,Air Canada,SYD-YVR-YYZ,Canada,N America,Canada,N America,1,28,8600,2019,2,5184896,New South Wales (NSW)
96198,Feb-19,O,Sydney,Vancouver,Air Canada,SYD-YVR-YYZ,Canada,N America,Canada,N America,0,28,8600,2019,2,5184896,New South Wales (NSW)
96199,Feb-19,O,Sydney,Wellington,Virgin Australia,SYD-WLG,New Zealand,New Zealand,New Zealand,New Zealand,0,20,3520,2019,2,5184896,New South Wales (NSW)
96200,Feb-19,O,Sydney,Wellington,Qantas Airways,SYD-WLG,New Zealand,New Zealand,New Zealand,New Zealand,0,56,9744,2019,2,5184896,New South Wales (NSW)
96201,Feb-19,O,Sydney,Wellington,Air New Zealand,SYD-WLG,New Zealand,New Zealand,New Zealand,New Zealand,0,45,7429,2019,2,5184896,New South Wales (NSW)
96202,Feb-19,O,Sydney,Wuhan,China Eastern Airlines,SYD-WUH-XIY,China,NE Asia,China,NE Asia,0,12,2760,2019,2,5184896,New South Wales (NSW)
96203,Feb-19,O,Sydney,Xiamen,Xiamen Airlines,SYD-XMN,China,NE Asia,China,NE Asia,0,16,3776,2019,2,5184896,New South Wales (NSW)
96204,Feb-19,O,Sydney,Xi'an,China Eastern Airlines,SYD-WUH-XIY,China,NE Asia,China,NE Asia,1,12,2760,2019,2,5184896,New South Wales (NSW)
96205,Feb-19,O,Sydney,Xi'an,Hainan Airlines,SYD-XIY,China,NE Asia,China,NE Asia,0,8,2147,2019,2,5184896,New South Wales (NSW)
96206,Feb-19,O,Sydney,Zhengzhou,Tianjin Airlines,SYD-CGO-TSN,China,NE Asia,China,NE Asia,0,8,2016,2019,2,5184896,New South Wales (NSW)
96207,Mar-19,I,Adelaide,Auckland,Air New Zealand,AKL-ADL,New Zealand,New Zealand,New Zealand,New Zealand,0,18,5606,2019,3,1379280,South Australia (SA)
96208,Mar-19,I,Adelaide,Denpasar,Jetstar,DPS-ADL,Indonesia,SE Asia,Indonesia,SE Asia,0,30,5496,2019,3,1379280,South Australia (SA)
96209,Mar-19,I,Adelaide,Doha,Qatar Airways,DOH-ADL,Qatar,Middle East,Qatar,Middle East,0,31,8773,2019,3,1379280,South Australia (SA)
96210,Mar-19,I,Adelaide,Dubai,Emirates,DXB-ADL,United Arab Emirates,Middle East,United Arab Emirates,Middle East,0,31,9362,2019,3,1379280,South Australia (SA)
96211,Mar-19,I,Adelaide,Guangzhou,China Southern Airlines,CAN-ADL,China,NE Asia,China,NE Asia,0,17,4772,2019,3,1379280,South Australia (SA)
96212,Mar-19,I,Adelaide,Hong Kong,Cathay Pacific Airways,HKG-ADL,Hong Kong (SAR),NE Asia,Hong Kong (SAR),NE Asia,0,21,5217,2019,3,1379280,South Australia (SA)
96213,Mar-19,I,Adelaide,Kuala Lumpur,Malaysia Airlines,KUL-ADL,Malaysia,SE Asia,Malaysia,SE Asia,0,22,6380,2019,3,1379280,South Australia (SA)
96214,Mar-19,I,Adelaide,Nadi,Fiji Airways,NAN-ADL,Fiji,Islands,Fiji,Islands,0,4,630,2019,3,1379280,South Australia (SA)
96215,Mar-19,I,Adelaide,Singapore,Singapore Airlines,SIN-ADL,Singapore,SE Asia,Singapore,SE Asia,0,31,9393,2019,3,1379280,South Australia (SA)
96216,Mar-19,I,Brisbane,Abu Dhabi,Etihad Airways,AUH-BNE,United Arab Emirates,Middle East,United Arab Emirates,Middle East,0,31,9269,2019,3,2536449,Queensland (QLD)
96217,Mar-19,I,Brisbane,Apia,Virgin Australia,APW-BNE,Western Samoa,Islands,Western Samoa,Islands,0,5,880,2019,3,2536449,Queensland (QLD)
96218,Mar-19,I,Brisbane,Apia,Samoa Airways,APW-BNE,Western Samoa,Islands,Western Samoa,Islands,0,4,680,2019,3,2536449,Queensland (QLD)
96219,Mar-19,I,Brisbane,Auckland,Virgin Australia,AKL-BNE,New Zealand,New Zealand,New Zealand,New Zealand,0,61,10736,2019,3,2536449,Queensland (QLD)
96220,Mar-19,I,Brisbane,Auckland,Qantas Airways,AKL-BNE,New Zealand,New Zealand,New Zealand,New Zealand,0,62,13666,2019,3,2536449,Queensland (QLD)
96221,Mar-19,I,Brisbane,Auckland,Air New Zealand,AKL-BNE,New Zealand,New Zealand,New Zealand,New Zealand,0,72,18723,2019,3,2536449,Queensland (QLD)
96222,Mar-19,I,Brisbane,Auckland,China Airlines,AKL-BNE-TPE,New Zealand,New Zealand,New Zealand,New Zealand,0,31,9486,2019,3,2536449,Queensland (QLD)
96223,Mar-19,I,Brisbane,Bangkok,Thai Airways International,BKK-BNE,Thailand,SE Asia,Thailand,SE Asia,0,18,5327,2019,3,2536449,Queensland (QLD)
96224,Mar-19,I,Brisbane,Beijing,Air China,BJS-BNE,China,NE Asia,China,NE Asia,0,11,2607,2019,3,2536449,Queensland (QLD)
96225,Mar-19,I,Brisbane,Christchurch,Virgin Australia,CHC-BNE,New Zealand,New Zealand,New Zealand,New Zealand,0,31,5456,2019,3,2536449,Queensland (QLD)
96226,Mar-19,I,Brisbane,Christchurch,Qantas Airways,CHC-BNE,New Zealand,New Zealand,New Zealand,New Zealand,0,31,5394,2019,3,2536449,Queensland (QLD)
96227,Mar-19,I,Brisbane,Christchurch,Air New Zealand,CHC-BNE,New Zealand,New Zealand,New Zealand,New Zealand,0,36,5886,2019,3,2536449,Queensland (QLD)
96228,Mar-19,I,Brisbane,Denpasar,Virgin Australia,DPS-BNE,Indonesia,SE Asia,Indonesia,SE Asia,0,39,6864,2019,3,2536449,Queensland (QLD)
96229,Mar-19,I,Brisbane,Denpasar,Jetstar,DPS-BNE,Indonesia,SE Asia,Indonesia,SE Asia,0,30,10050,2019,3,2536449,Queensland (QLD)
96230,Mar-19,I,Brisbane,Denpasar,Malindo Air,KUL-DPS-BNE,Indonesia,SE Asia,Malaysia,SE Asia,0,17,2754,2019,3,2536449,Queensland (QLD)
96231,Mar-19,I,Brisbane,Dubai,Emirates,DXB-BNE,United Arab Emirates,Middle East,United Arab Emirates,Middle East,0,62,26133,2019,3,2536449,Queensland (QLD)
96232,Mar-19,I,Brisbane,Dubai,Emirates,DXB-SIN-BNE,United Arab Emirates,Middle East,United Arab Emirates,Middle East,1,31,10974,2019,3,2536449,Queensland (QLD)
96233,Mar-19,I,Brisbane,Dunedin,Virgin Australia,DUD-BNE,New Zealand,New Zealand,New Zealand,New Zealand,0,13,2288,2019,3,2536449,Queensland (QLD)
96234,Mar-19,I,Brisbane,Espiritu Santo,Air Vanuatu,SON-BNE,Vanuatu,Islands,Vanuatu,Islands,0,5,850,2019,3,2536449,Queensland (QLD)
96235,Mar-19,I,Brisbane,Guangzhou,China Southern Airlines,CAN-BNE,China,NE Asia,China,NE Asia,0,31,8835,2019,3,2536449,Queensland (QLD)
96236,Mar-19,I,Brisbane,Hong Kong,Cathay Pacific Airways,HKG-BNE,Hong Kong (SAR),NE Asia,Hong Kong (SAR),NE Asia,0,46,12358,2019,3,2536449,Queensland (QLD)
96237,Mar-19,I,Brisbane,Hong Kong,Qantas Airways,HKG-BNE,Hong Kong (SAR),NE Asia,Hong Kong (SAR),NE Asia,0,26,6799,2019,3,2536449,Queensland (QLD)
96238,Mar-19,I,Brisbane,Honiara,Virgin Australia,HIR-BNE,Solomon Islands,Islands,Solomon Islands,Islands,0,8,1408,2019,3,2536449,Queensland (QLD)
96239,Mar-19,I,Brisbane,Honiara,Solomon Airlines,HIR-BNE,Solomon Islands,Islands,Solomon Islands,Islands,0,23,3128,2019,3,2536449,Queensland (QLD)
96240,Mar-19,I,Brisbane,Honolulu,Hawaiian Airlines,HNL-BNE,USA,N America,USA,N America,0,13,3601,2019,3,2536449,Queensland (QLD)
96241,Mar-19,I,Brisbane,Kuala Lumpur,Malaysia Airlines,KUL-BNE,Malaysia,SE Asia,Malaysia,SE Asia,0,17,4930,2019,3,2536449,Queensland (QLD)
96242,Mar-19,I,Brisbane,Kuala Lumpur,Malindo Air,KUL-DPS-BNE,Malaysia,SE Asia,Malaysia,SE Asia,1,17,2754,2019,3,2536449,Queensland (QLD)
96243,Mar-19,I,Brisbane,Los Angeles,Virgin Australia,LAX-BNE,USA,N America,USA,N America,0,24,8136,2019,3,2536449,Queensland (QLD)
96244,Mar-19,I,Brisbane,Los Angeles,Qantas Airways,LAX-BNE,USA,N America,USA,N America,0,43,10146,2019,3,2536449,Queensland (QLD)
96245,Mar-19,I,Brisbane,Manila,Philippine Airlines,MNL-BNE,Philippines,SE Asia,Philippines,SE Asia,0,18,3024,2019,3,2536449,Queensland (QLD)
96246,Mar-19,I,Brisbane,Nadi,Virgin Australia,NAN-BNE,Fiji,Islands,Fiji,Islands,0,31,5456,2019,3,2536449,Queensland (QLD)
96247,Mar-19,I,Brisbane,Nadi,Fiji Airways,NAN-BNE,Fiji,Islands,Fiji,Islands,0,25,4587,2019,3,2536449,Queensland (QLD)
96248,Mar-19,I,Brisbane,Nauru,Nauru Airlines,INU-BNE,Nauru,Islands,Nauru,Islands,0,18,2304,2019,3,2536449,Queensland (QLD)
96249,Mar-19,I,Brisbane,Noumea,Qantas Airways,NOU-BNE,New Caledonia,Islands,New Caledonia,Islands,0,5,874,2019,3,2536449,Queensland (QLD)
96250,Mar-19,I,Brisbane,Noumea,Air Caledonie,NOU-BNE,New Caledonia,Islands,New Caledonia,Islands,0,13,1982,2019,3,2536449,Queensland (QLD)
96251,Mar-19,I,Brisbane,Port Moresby,Virgin Australia,POM-BNE,Papua New Guinea,Islands,Papua New Guinea,Islands,0,21,2100,2019,3,2536449,Queensland (QLD)
96252,Mar-19,I,Brisbane,Port Moresby,Air Niugini,POM-BNE,Papua New Guinea,Islands,Papua New Guinea,Islands,0,32,6939,2019,3,2536449,Queensland (QLD)
96253,Mar-19,I,Brisbane,Port Moresby,Qantas Airways,POM-BNE,Papua New Guinea,Islands,Papua New Guinea,Islands,0,31,5270,2019,3,2536449,Queensland (QLD)
96254,Mar-19,I,Brisbane,Port Vila,Virgin Australia,VLI-BNE,Vanuatu,Islands,Vanuatu,Islands,0,13,2288,2019,3,2536449,Queensland (QLD)
96255,Mar-19,I,Brisbane,Port Vila,Air Vanuatu,VLI-BNE,Vanuatu,Islands,Vanuatu,Islands,0,9,1530,2019,3,2536449,Queensland (QLD)
96256,Mar-19,I,Brisbane,Queenstown,Virgin Australia,ZQN-BNE,New Zealand,New Zealand,New Zealand,New Zealand,0,14,2464,2019,3,2536449,Queensland (QLD)
96257,Mar-19,I,Brisbane,Queenstown,Air New Zealand,ZQN-BNE,New Zealand,New Zealand,New Zealand,New Zealand,0,14,2295,2019,3,2536449,Queensland (QLD)
96258,Mar-19,I,Brisbane,Seoul,Korean Air,SEL-BNE,Korea,NE Asia,Korea,NE Asia,0,23,6187,2019,3,2536449,Queensland (QLD)
96259,Mar-19,I,Brisbane,Shanghai,China Eastern Airlines,SHA-BNE,China,NE Asia,China,NE Asia,0,14,3248,2019,3,2536449,Queensland (QLD)
96260,Mar-19,I,Brisbane,Shenzhen,Hainan Airlines,SZX-BNE,China,NE Asia,China,NE Asia,0,9,1926,2019,3,2536449,Queensland (QLD)
96261,Mar-19,I,Brisbane,Singapore,Emirates,DXB-SIN-BNE,Singapore,SE Asia,United Arab Emirates,Middle East,0,31,10974,2019,3,2536449,Queensland (QLD)
96262,Mar-19,I,Brisbane,Singapore,Qantas Airways,SIN-BNE,Singapore,SE Asia,Singapore,SE Asia,0,31,8629,2019,3,2536449,Queensland (QLD)
96263,Mar-19,I,Brisbane,Singapore,Singapore Airlines,SIN-BNE,Singapore,SE Asia,Singapore,SE Asia,0,124,33493,2019,3,2536449,Queensland (QLD)
96264,Mar-19,I,Brisbane,Taipei,Eva Air,TPE-BNE,Taiwan,NE Asia,Taiwan,NE Asia,0,18,5562,2019,3,2536449,Queensland (QLD)
96265,Mar-19,I,Brisbane,Taipei,China Airlines,TPE-BNE-AKL,Taiwan,NE Asia,Taiwan,NE Asia,0,31,9486,2019,3,2536449,Queensland (QLD)
96266,Mar-19,I,Brisbane,Tokyo,Qantas Airways,TYO-BNE,Japan,NE Asia,Japan,NE Asia,0,31,9159,2019,3,2536449,Queensland (QLD)
96267,Mar-19,I,Brisbane,Vancouver,Air Canada,YVR-BNE,Canada,N America,Canada,N America,0,31,7848,2019,3,2536449,Queensland (QLD)
96268,Mar-19,I,Brisbane,Wellington,Virgin Australia,WLG-BNE,New Zealand,New Zealand,New Zealand,New Zealand,0,40,7040,2019,3,2536449,Queensland (QLD)
96269,Mar-19,I,Brisbane,Wellington,Air New Zealand,WLG-BNE,New Zealand,New Zealand,New Zealand,New Zealand,0,19,3118,2019,3,2536449,Queensland (QLD)
96270,Mar-19,I,Cairns,Auckland,Air New Zealand,AKL-CNS,New Zealand,New Zealand,New Zealand,New Zealand,0,1,163,2019,3,158178,Queensland (QLD)
96271,Mar-19,I,Cairns,Denpasar,Jetstar,DPS-CNS,Indonesia,SE Asia,Indonesia,SE Asia,0,16,2940,2019,3,158178,Queensland (QLD)
96272,Mar-19,I,Cairns,Guangzhou,China Southern Airlines,CAN-CNS,China,NE Asia,China,NE Asia,0,15,4290,2019,3,158178,Queensland (QLD)
96273,Mar-19,I,Cairns,Hong Kong,Cathay Pacific Airways,HKG-CNS,Hong Kong (SAR),NE Asia,Hong Kong (SAR),NE Asia,0,10,2510,2019,3,158178,Queensland (QLD)
96274,Mar-19,I,Cairns,Osaka,Jetstar,OSA-CNS,Japan,NE Asia,Japan,NE Asia,0,23,7705,2019,3,158178,Queensland (QLD)
96275,Mar-19,I,Cairns,Port Moresby,Air Niugini,POM-CNS,Papua New Guinea,Islands,Papua New Guinea,Islands,0,41,4173,2019,3,158178,Queensland (QLD)
96276,Mar-19,I,Cairns,Port Moresby,Qantas Airways,POM-CNS,Papua New Guinea,Islands,Papua New Guinea,Islands,0,1,74,2019,3,158178,Queensland (QLD)
96277,Mar-19,I,Cairns,Shanghai,China Eastern Airlines,SHA-CNS,China,NE Asia,China,NE Asia,0,1,230,2019,3,158178,Queensland (QLD)
96278,Mar-19,I,Cairns,Shenzhen,Hainan Airlines,SZX-CNS,China,NE Asia,China,NE Asia,0,9,1926,2019,3,158178,Queensland (QLD)
96279,Mar-19,I,Cairns,Singapore,Silk Air,SIN-CNS,Singapore,SE Asia,Singapore,SE Asia,0,22,3516,2019,3,158178,Queensland (QLD)
96280,Mar-19,I,Cairns,Tokyo,Jetstar,TYO-CNS,Japan,NE Asia,Japan,NE Asia,0,22,7370,2019,3,158178,Queensland (QLD)
96281,Mar-19,I,Cairns,Tokyo,Jetstar,TYO-CNS-MEL,Japan,NE Asia,Japan,NE Asia,0,4,1340,2019,3,158178,Queensland (QLD)
96282,Mar-19,I,Cairns,Tokyo,Jetstar,TYO-CNS-SYD,Japan,NE Asia,Japan,NE Asia,0,4,1340,2019,3,158178,Queensland (QLD)
96283,Mar-19,I,Canberra,Doha,Qatar Airways,DOH-SYD-CBR,Qatar,Middle East,Qatar,Middle East,1,31,11098,2019,3,477567,Australian Capital Territory (ACT)
96284,Mar-19,I,Canberra,Singapore,Singapore Airlines,SIN-SYD-CBR,Singapore,SE Asia,Singapore,SE Asia,1,31,8184,2019,3,477567,Australian Capital Territory (ACT)
96285,Mar-19,I,Darwin,Denpasar,Jetstar,DPS-DRW,Indonesia,SE Asia,Indonesia,SE Asia,0,17,3090,2019,3,135982,Northern Territory (NT)
96286,Mar-19,I,Darwin,Shenzhen,Donghai Airlines,SZX-DRW,China,NE Asia,China,NE Asia,0,9,972,2019,3,135982,Northern Territory (NT)
96287,Mar-19,I,Darwin,Singapore,Jetstar Asia,SIN-DRW,Singapore,SE Asia,Singapore,SE Asia,0,23,4140,2019,3,135982,Northern Territory (NT)
96288,Mar-19,I,Darwin,Singapore,Silk Air,SIN-DRW,Singapore,SE Asia,Singapore,SE Asia,0,18,2886,2019,3,135982,Northern Territory (NT)
96289,Mar-19,I,Gold Coast,Auckland,Virgin Australia,AKL-OOL,New Zealand,New Zealand,New Zealand,New Zealand,0,31,5456,2019,3,742600,Queensland (QLD)
96290,Mar-19,I,Gold Coast,Auckland,Jetstar,AKL-OOL,New Zealand,New Zealand,New Zealand,New Zealand,0,30,5568,2019,3,742600,Queensland (QLD)
96291,Mar-19,I,Gold Coast,Auckland,Air New Zealand,AKL-OOL,New Zealand,New Zealand,New Zealand,New Zealand,0,23,4824,2019,3,742600,Queensland (QLD)
96292,Mar-19,I,Gold Coast,Christchurch,Jetstar,CHC-OOL,New Zealand,New Zealand,New Zealand,New Zealand,0,13,2412,2019,3,742600,Queensland (QLD)
96293,Mar-19,I,Gold Coast,Christchurch,Air New Zealand,CHC-OOL,New Zealand,New Zealand,New Zealand,New Zealand,0,9,1470,2019,3,742600,Queensland (QLD)
96294,Mar-19,I,Gold Coast,Kuala Lumpur,AirAsia X,KUL-OOL,Malaysia,SE Asia,Malaysia,SE Asia,0,25,9425,2019,3,742600,Queensland (QLD)
96295,Mar-19,I,Gold Coast,Queenstown,Jetstar,ZQN-OOL,New Zealand,New Zealand,New Zealand,New Zealand,0,13,2418,2019,3,742600,Queensland (QLD)
96296,Mar-19,I,Gold Coast,Singapore,Scoot Tigerair,SIN-OOL,Singapore,SE Asia,Singapore,SE Asia,0,19,6529,2019,3,742600,Queensland (QLD)
96297,Mar-19,I,Gold Coast,Tokyo,Jetstar,TYO-OOL,Japan,NE Asia,Japan,NE Asia,0,21,7035,2019,3,742600,Queensland (QLD)
96298,Mar-19,I,Gold Coast,Tokyo,Jetstar,TYO-OOL-SYD,Japan,NE Asia,Japan,NE Asia,0,5,1675,2019,3,742600,Queensland (QLD)
96299,Mar-19,I,Gold Coast,Wellington,Jetstar,WLG-OOL,New Zealand,New Zealand,New Zealand,New Zealand,0,14,2604,2019,3,742600,Queensland (QLD)
96300,Mar-19,I,Melbourne,Abu Dhabi,Etihad Airways,AUH-MEL,United Arab Emirates,Middle East,United Arab Emirates,Middle East,0,62,18414,2019,3,5315600,Victoria (VIC)
96301,Mar-19,I,Melbourne,Auckland,Virgin Australia,AKL-MEL,New Zealand,New Zealand,New Zealand,New Zealand,0,60,10560,2019,3,5315600,Victoria (VIC)
96302,Mar-19,I,Melbourne,Auckland,Jetstar,AKL-MEL,New Zealand,New Zealand,New Zealand,New Zealand,0,35,6492,2019,3,5315600,Victoria (VIC)
96303,Mar-19,I,Melbourne,Auckland,Qantas Airways,AKL-MEL,New Zealand,New Zealand,New Zealand,New Zealand,0,107,23941,2019,3,5315600,Victoria (VIC)
96304,Mar-19,I,Melbourne,Auckland,Air New Zealand,AKL-MEL,New Zealand,New Zealand,New Zealand,New Zealand,0,110,27378,2019,3,5315600,Victoria (VIC)
96305,Mar-19,I,Melbourne,Bandar Seri Begawan,Royal Brunei Airlines,BWN-MEL,Brunei,SE Asia,Brunei,SE Asia,0,31,7874,2019,3,5315600,Victoria (VIC)
96306,Mar-19,I,Melbourne,Bangkok,Jetstar,BKK-MEL,Thailand,SE Asia,Thailand,SE Asia,0,13,4355,2019,3,5315600,Victoria (VIC)
96307,Mar-19,I,Melbourne,Bangkok,Thai Airways International,BKK-MEL,Thailand,SE Asia,Thailand,SE Asia,0,48,15408,2019,3,5315600,Victoria (VIC)
96308,Mar-19,I,Melbourne,Beijing,Air China,BJS-MEL,China,NE Asia,China,NE Asia,0,18,5238,2019,3,5315600,Victoria (VIC)
96309,Mar-19,I,Melbourne,Changsha,Hainan Airlines,CSX-HAK-MEL,China,NE Asia,China,NE Asia,1,8,2308,2019,3,5315600,Victoria (VIC)
96310,Mar-19,I,Melbourne,Chengdu,Sichuan Airlines,CTU-MEL,China,NE Asia,China,NE Asia,0,11,3641,2019,3,5315600,Victoria (VIC)
96311,Mar-19,I,Melbourne,Chongqing,Tianjin Airlines,CKG-MEL,China,NE Asia,China,NE Asia,0,9,2612,2019,3,5315600,Victoria (VIC)
